Observer point at r[822]=1.000358e+00 AU
   time           vr          rho         temp           Bp          prs
6.106315e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.106797e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.107280e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.107763e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.108245e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.108728e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.109211e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.109694e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.110177e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.110660e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.111143e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.111626e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.112110e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.112593e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.113076e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.113560e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.114043e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.114527e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.115010e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.115494e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.115978e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.116461e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.116945e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.117429e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.117913e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.118397e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.118881e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.119365e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.119850e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.120334e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.120818e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.121303e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.121787e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.122272e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.122756e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.123241e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.123725e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.124210e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.124695e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.125180e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.125665e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.126150e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.126635e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.127120e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.127605e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.128090e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.128575e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.129061e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.129546e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.130032e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.130517e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.131003e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.131488e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.131974e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.132460e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.132945e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.133431e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.133917e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.134403e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.134889e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.135375e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.135861e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.136348e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.136834e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.137320e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.137807e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.138293e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.138780e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.139266e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.139753e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.140239e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.140726e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.141213e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.141700e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.142187e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.142674e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.143161e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.143648e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.144135e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.144622e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.145109e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.145597e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.146084e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.146571e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.147059e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.147547e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.148034e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.148522e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.149010e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.149497e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.149985e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.150473e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.150961e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.151449e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.151937e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.152425e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.152913e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.153402e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.153890e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.154378e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.154867e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.155355e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.155844e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.156332e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.156821e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.157310e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.157798e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.158287e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.158776e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.159265e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.159754e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.160243e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.160732e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.161221e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.161711e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.162200e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.162689e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.163179e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.163668e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.164157e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.164647e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.165137e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.165626e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.166116e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.166606e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.167096e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.167586e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.168076e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.168566e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.169056e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.169546e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.170036e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.170526e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.171017e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.171507e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.171997e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.172488e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.172978e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.173469e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.173960e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.174450e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.174941e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.175432e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.175923e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.176414e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.176905e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.177396e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.177887e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.178378e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.178869e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.179360e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.179852e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.180343e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.180835e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.181326e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.181818e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.182309e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.182801e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.183293e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.183784e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.184276e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.184768e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.185260e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.185752e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.186244e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.186736e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.187228e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.187721e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.188213e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.188705e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.189198e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.189690e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.190183e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.190675e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.191168e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.191661e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.192153e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.192646e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.193139e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.193632e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.194125e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.194618e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.195111e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.195604e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.196097e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.196590e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.197084e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.197577e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.198070e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.198564e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.199057e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.199551e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.200045e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.200538e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.201032e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.201526e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.202020e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.202513e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.203007e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.203501e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.203995e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.204490e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.204984e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.205478e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.205972e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.206467e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.206961e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.207455e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.207950e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.208445e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.208939e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.209434e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.209929e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.210423e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.210918e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.211413e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.211908e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.212403e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.212898e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.213393e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.213888e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.214384e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.214879e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.215374e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.215870e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.216365e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.216861e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.217356e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.217852e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.218347e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.218843e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.219339e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.219835e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.220330e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.220826e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.221322e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.221818e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.222315e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.222811e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.223307e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.223803e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.224299e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.224796e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.225292e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.225789e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.226285e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.226782e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.227278e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.227775e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.228272e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.228769e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.229266e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.229762e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.230259e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.230756e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.231254e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.231751e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.232248e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.232745e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.233242e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.233740e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.234237e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.234735e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.235232e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.235730e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.236227e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.236725e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.237223e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.237720e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.238218e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.238716e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.239214e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.239712e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.240210e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.240708e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.241206e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.241705e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.242203e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.242701e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.243199e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.243698e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.244196e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.244695e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.245193e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.245692e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.246191e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.246689e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.247188e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.247687e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
6.248186e-03 4.318439e+02 3.474219e+00 1.041917e+05 6.947696e+01 5.016187e+03
